episode,episode_return_mean,episode_return_q1,episode_return_q3,episode_return_iqr,steps_mean,steps_q1,steps_q3,steps_iqr,mean_abs_td_error_mean,mean_abs_td_error_q1,mean_abs_td_error_q3,mean_abs_td_error_iqr,mean_abs_q_change_mean,mean_abs_q_change_q1,mean_abs_q_change_q3,mean_abs_q_change_iqr,exploration_ratio_mean,exploration_ratio_q1,exploration_ratio_q3,exploration_ratio_iqr,q_table_size_mean,q_table_size_q1,q_table_size_q3,q_table_size_iqr,q_table_nonzero_mean,q_table_nonzero_q1,q_table_nonzero_q3,q_table_nonzero_iqr,max_q_value_mean,max_q_value_q1,max_q_value_q3,max_q_value_iqr,mean_q_value_mean,mean_q_value_q1,mean_q_value_q3,mean_q_value_iqr,action_entropy_mean,action_entropy_q1,action_entropy_q3,action_entropy_iqr,td_error_std_mean,td_error_std_q1,td_error_std_q3,td_error_std_iqr,q_change_std_mean,q_change_std_q1,q_change_std_q3,q_change_std_iqr,unique_states_visited_mean,unique_states_visited_q1,unique_states_visited_q3,unique_states_visited_iqr
502,59.0,59.0,59.0,0.0,59.0,59.0,59.0,0.0,2.0829117052735326,2.0829117052735326,2.0829117052735326,0.0,0.2082911705273532,0.2082911705273532,0.2082911705273532,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.83239403548758,34.83239403548758,34.83239403548758,0.0,13.820232321713014,13.820232321713014,13.820232321713014,0.0,0.6895519477750731,0.6895519477750731,0.6895519477750731,0.0,4.000462519193852,4.000462519193852,4.000462519193852,0.0,0.4000462519193855,0.4000462519193855,0.4000462519193855,0.0,7.0,7.0,7.0,0.0
503,45.0,45.0,45.0,0.0,45.0,45.0,45.0,0.0,2.236907147311468,2.236907147311468,2.236907147311468,0.0,0.2236907147311465,0.2236907147311465,0.2236907147311465,0.0,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.83239403548758,34.83239403548758,34.83239403548758,0.0,13.8132260937272,13.8132260937272,13.8132260937272,0.0,0.6869615765973234,0.6869615765973234,0.6869615765973234,0.0,4.13201748196994,4.13201748196994,4.13201748196994,0.0,0.4132017481969942,0.4132017481969942,0.4132017481969942,0.0,7.0,7.0,7.0,0.0
504,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,3.50122970230975,3.50122970230975,3.50122970230975,0.0,0.3501229702309744,0.3501229702309744,0.3501229702309744,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.83239403548758,34.83239403548758,34.83239403548758,0.0,13.750097632267549,13.750097632267549,13.750097632267549,0.0,0.6869615765973234,0.6869615765973234,0.6869615765973234,0.0,5.578893003451191,5.578893003451191,5.578893003451191,0.0,0.5578893003451189,0.5578893003451189,0.5578893003451189,0.0,2.0,2.0,2.0,0.0
505,42.0,42.0,42.0,0.0,42.0,42.0,42.0,0.0,2.092362688058361,2.092362688058361,2.092362688058361,0.0,0.2092362688058358,0.2092362688058358,0.2092362688058358,0.0,0.119047619047619,0.119047619047619,0.119047619047619,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.83239403548758,34.83239403548758,34.83239403548758,0.0,13.737761175314388,13.737761175314388,13.737761175314388,0.0,0.6920129648318738,0.6920129648318738,0.6920129648318738,0.0,3.271195230513701,3.271195230513701,3.271195230513701,0.0,0.3271195230513701,0.3271195230513701,0.3271195230513701,0.0,5.0,5.0,5.0,0.0
506,46.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,2.4361461989693787,2.4361461989693787,2.4361461989693787,0.0,0.2436146198969379,0.2436146198969379,0.2436146198969379,0.0,0.1956521739130435,0.1956521739130435,0.1956521739130435,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.83239403548758,34.83239403548758,34.83239403548758,0.0,13.733408319173334,13.733408319173334,13.733408319173334,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.973523659536524,3.973523659536524,3.973523659536524,0.0,0.3973523659536521,0.3973523659536521,0.3973523659536521,0.0,7.0,7.0,7.0,0.0
507,49.0,49.0,49.0,0.0,49.0,49.0,49.0,0.0,2.3289157710831354,2.3289157710831354,2.3289157710831354,0.0,0.2328915771083134,0.2328915771083134,0.2328915771083134,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.90380888284245,34.90380888284245,34.90380888284245,0.0,13.734654778371176,13.734654778371176,13.734654778371176,0.0,0.6912717888263618,0.6912717888263618,0.6912717888263618,0.0,4.301119072576792,4.301119072576792,4.301119072576792,0.0,0.4301119072576791,0.4301119072576791,0.4301119072576791,0.0,7.0,7.0,7.0,0.0
508,42.0,42.0,42.0,0.0,42.0,42.0,42.0,0.0,2.672832745385312,2.672832745385312,2.672832745385312,0.0,0.2672832745385313,0.2672832745385313,0.2672832745385313,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.90380888284245,34.90380888284245,34.90380888284245,0.0,13.734651097253916,13.734651097253916,13.734651097253916,0.0,0.6829081047004717,0.6829081047004717,0.6829081047004717,0.0,3.951245912036657,3.951245912036657,3.951245912036657,0.0,0.3951245912036655,0.3951245912036655,0.3951245912036655,0.0,7.0,7.0,7.0,0.0
509,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,1.9266624107529688,1.9266624107529688,1.9266624107529688,0.0,0.1926662410752969,0.1926662410752969,0.1926662410752969,0.0,0.09,0.09,0.09,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.945951215994455,34.945951215994455,34.945951215994455,0.0,13.849459857899747,13.849459857899747,13.849459857899747,0.0,0.6923469670899615,0.6923469670899615,0.6923469670899615,0.0,3.443560954409599,3.443560954409599,3.443560954409599,0.0,0.3443560954409599,0.3443560954409599,0.3443560954409599,0.0,8.0,8.0,8.0,0.0
510,46.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,2.718673095619897,2.718673095619897,2.718673095619897,0.0,0.27186730956199,0.27186730956199,0.27186730956199,0.0,0.0652173913043478,0.0652173913043478,0.0652173913043478,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.30677711494938,34.30677711494938,34.30677711494938,0.0,13.846349224796672,13.846349224796672,13.846349224796672,0.0,0.6846162778013047,0.6846162778013047,0.6846162778013047,0.0,4.015860317632401,4.015860317632401,4.015860317632401,0.0,0.40158603176324,0.40158603176324,0.40158603176324,0.0,7.0,7.0,7.0,0.0
511,36.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0,2.298793186808708,2.298793186808708,2.298793186808708,0.0,0.2298793186808706,0.2298793186808706,0.2298793186808706,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.27709369326072,34.27709369326072,34.27709369326072,0.0,13.823112432604583,13.823112432604583,13.823112432604583,0.0,0.6682484776645385,0.6682484776645385,0.6682484776645385,0.0,3.81060005687114,3.81060005687114,3.81060005687114,0.0,0.3810600056871142,0.3810600056871142,0.3810600056871142,0.0,7.0,7.0,7.0,0.0
512,36.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0,2.648770029501334,2.648770029501334,2.648770029501334,0.0,0.2648770029501334,0.2648770029501334,0.2648770029501334,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.27709369326072,34.27709369326072,34.27709369326072,0.0,13.807895747175843,13.807895747175843,13.807895747175843,0.0,0.6916031758694977,0.6916031758694977,0.6916031758694977,0.0,4.74398312672396,4.74398312672396,4.74398312672396,0.0,0.4743983126723958,0.4743983126723958,0.4743983126723958,0.0,7.0,7.0,7.0,0.0
513,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,2.607555181206033,2.607555181206033,2.607555181206033,0.0,0.2607555181206031,0.2607555181206031,0.2607555181206031,0.0,0.16,0.16,0.16,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.27709369326072,34.27709369326072,34.27709369326072,0.0,13.773591631141894,13.773591631141894,13.773591631141894,0.0,0.6730116670092565,0.6730116670092565,0.6730116670092565,0.0,4.032082056932092,4.032082056932092,4.032082056932092,0.0,0.4032082056932092,0.4032082056932092,0.4032082056932092,0.0,5.0,5.0,5.0,0.0
514,70.0,70.0,70.0,0.0,70.0,70.0,70.0,0.0,2.3656094232821707,2.3656094232821707,2.3656094232821707,0.0,0.2365609423282172,0.2365609423282172,0.2365609423282172,0.0,0.1571428571428571,0.1571428571428571,0.1571428571428571,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.290935034755115,34.290935034755115,34.290935034755115,0.0,13.81984405127756,13.81984405127756,13.81984405127756,0.0,0.6927389617440811,0.6927389617440811,0.6927389617440811,0.0,4.170056664465635,4.170056664465635,4.170056664465635,0.0,0.4170056664465635,0.4170056664465635,0.4170056664465635,0.0,8.0,8.0,8.0,0.0
515,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,2.629280163604563,2.629280163604563,2.629280163604563,0.0,0.2629280163604563,0.2629280163604563,0.2629280163604563,0.0,0.1212121212121212,0.1212121212121212,0.1212121212121212,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.311930398295736,34.311930398295736,34.311930398295736,0.0,13.804304442290196,13.804304442290196,13.804304442290196,0.0,0.6890092384766586,0.6890092384766586,0.6890092384766586,0.0,4.256936015077715,4.256936015077715,4.256936015077715,0.0,0.4256936015077711,0.4256936015077711,0.4256936015077711,0.0,6.0,6.0,6.0,0.0
516,64.0,64.0,64.0,0.0,64.0,64.0,64.0,0.0,2.3499143263228484,2.3499143263228484,2.3499143263228484,0.0,0.2349914326322847,0.2349914326322847,0.2349914326322847,0.0,0.125,0.125,0.125,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.206758537396226,34.206758537396226,34.206758537396226,0.0,13.839465397940325,13.839465397940325,13.839465397940325,0.0,0.6808899872666533,0.6808899872666533,0.6808899872666533,0.0,3.9901874772966193,3.9901874772966193,3.9901874772966193,0.0,0.3990187477296618,0.3990187477296618,0.3990187477296618,0.0,8.0,8.0,8.0,0.0
517,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.3173171108208592,2.3173171108208592,2.3173171108208592,0.0,0.231731711082086,0.231731711082086,0.231731711082086,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.249576979677286,34.249576979677286,34.249576979677286,0.0,13.84201526673845,13.84201526673845,13.84201526673845,0.0,0.6922788736563188,0.6922788736563188,0.6922788736563188,0.0,3.7568023529790593,3.7568023529790593,3.7568023529790593,0.0,0.375680235297906,0.375680235297906,0.375680235297906,0.0,7.0,7.0,7.0,0.0
518,77.0,77.0,77.0,0.0,77.0,77.0,77.0,0.0,2.289125542115674,2.289125542115674,2.289125542115674,0.0,0.2289125542115675,0.2289125542115675,0.2289125542115675,0.0,0.1298701298701298,0.1298701298701298,0.1298701298701298,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.24048380229505,34.24048380229505,34.24048380229505,0.0,13.909584667189677,13.909584667189677,13.909584667189677,0.0,0.6910374151095725,0.6910374151095725,0.6910374151095725,0.0,3.557729987495321,3.557729987495321,3.557729987495321,0.0,0.3557729987495321,0.3557729987495321,0.3557729987495321,0.0,8.0,8.0,8.0,0.0
519,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,1.725137225254625,1.725137225254625,1.725137225254625,0.0,0.1725137225254625,0.1725137225254625,0.1725137225254625,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.30404550002353,34.30404550002353,34.30404550002353,0.0,13.937380141605164,13.937380141605164,13.937380141605164,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.993564388151776,2.993564388151776,2.993564388151776,0.0,0.2993564388151777,0.2993564388151777,0.2993564388151777,0.0,7.0,7.0,7.0,0.0
520,38.0,38.0,38.0,0.0,38.0,38.0,38.0,0.0,3.1795591367288583,3.1795591367288583,3.1795591367288583,0.0,0.3179559136728858,0.3179559136728858,0.3179559136728858,0.0,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.30404550002353,34.30404550002353,34.30404550002353,0.0,13.927166156391706,13.927166156391706,13.927166156391706,0.0,0.6917614988524178,0.6917614988524178,0.6917614988524178,0.0,4.971009932730118,4.971009932730118,4.971009932730118,0.0,0.4971009932730116,0.4971009932730116,0.4971009932730116,0.0,7.0,7.0,7.0,0.0
521,47.0,47.0,47.0,0.0,47.0,47.0,47.0,0.0,1.9158222725850191,1.9158222725850191,1.9158222725850191,0.0,0.1915822272585018,0.1915822272585018,0.1915822272585018,0.0,0.1063829787234042,0.1063829787234042,0.1063829787234042,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.42167941654138,34.42167941654138,34.42167941654138,0.0,13.926723971794928,13.926723971794928,13.926723971794928,0.0,0.6874777893536668,0.6874777893536668,0.6874777893536668,0.0,2.84964940151613,2.84964940151613,2.84964940151613,0.0,0.284964940151613,0.284964940151613,0.284964940151613,0.0,7.0,7.0,7.0,0.0
522,26.0,26.0,26.0,0.0,26.0,26.0,26.0,0.0,2.7718198166232244,2.7718198166232244,2.7718198166232244,0.0,0.2771819816623224,0.2771819816623224,0.2771819816623224,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.42167941654138,34.42167941654138,34.42167941654138,0.0,13.8837387993341,13.8837387993341,13.8837387993341,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,5.088869749275011,5.088869749275011,5.088869749275011,0.0,0.5088869749275013,0.5088869749275013,0.5088869749275013,0.0,7.0,7.0,7.0,0.0
523,74.0,74.0,74.0,0.0,74.0,74.0,74.0,0.0,2.274127844271288,2.274127844271288,2.274127844271288,0.0,0.2274127844271289,0.2274127844271289,0.2274127844271289,0.0,0.054054054054054,0.054054054054054,0.054054054054054,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.44631330574544,34.44631330574544,34.44631330574544,0.0,13.949683963775495,13.949683963775495,13.949683963775495,0.0,0.6916855479178767,0.6916855479178767,0.6916855479178767,0.0,3.597061877829811,3.597061877829811,3.597061877829811,0.0,0.3597061877829809,0.3597061877829809,0.3597061877829809,0.0,8.0,8.0,8.0,0.0
524,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,2.493557388466178,2.493557388466178,2.493557388466178,0.0,0.2493557388466175,0.2493557388466175,0.2493557388466175,0.0,0.12,0.12,0.12,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.32340918781506,34.32340918781506,34.32340918781506,0.0,13.965793917918134,13.965793917918134,13.965793917918134,0.0,0.6859298002523728,0.6859298002523728,0.6859298002523728,0.0,3.815588686791052,3.815588686791052,3.815588686791052,0.0,0.3815588686791053,0.3815588686791053,0.3815588686791053,0.0,8.0,8.0,8.0,0.0
525,61.0,61.0,61.0,0.0,61.0,61.0,61.0,0.0,1.8559494589261292,1.8559494589261292,1.8559494589261292,0.0,0.185594945892613,0.185594945892613,0.185594945892613,0.0,0.0163934426229508,0.0163934426229508,0.0163934426229508,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.31401567099134,34.31401567099134,34.31401567099134,0.0,14.004696140461997,14.004696140461997,14.004696140461997,0.0,0.6930128020601277,0.6930128020601277,0.6930128020601277,0.0,3.545584590556507,3.545584590556507,3.545584590556507,0.0,0.3545584590556507,0.3545584590556507,0.3545584590556507,0.0,7.0,7.0,7.0,0.0
526,43.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,2.1576945318609373,2.1576945318609373,2.1576945318609373,0.0,0.2157694531860935,0.2157694531860935,0.2157694531860935,0.0,0.0697674418604651,0.0697674418604651,0.0697674418604651,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.31401567099134,34.31401567099134,34.31401567099134,0.0,14.007652165219753,14.007652165219753,14.007652165219753,0.0,0.6928767397383337,0.6928767397383337,0.6928767397383337,0.0,3.5733299568910635,3.5733299568910635,3.5733299568910635,0.0,0.3573329956891067,0.3573329956891067,0.3573329956891067,0.0,7.0,7.0,7.0,0.0
527,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,1.9626255746014964,1.9626255746014964,1.9626255746014964,0.0,0.1962625574601493,0.1962625574601493,0.1962625574601493,0.0,0.08,0.08,0.08,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.31401567099134,34.31401567099134,34.31401567099134,0.0,13.96308838860126,13.96308838860126,13.96308838860126,0.0,0.6923469670899615,0.6923469670899615,0.6923469670899615,0.0,4.434798419858746,4.434798419858746,4.434798419858746,0.0,0.4434798419858746,0.4434798419858746,0.4434798419858746,0.0,5.0,5.0,5.0,0.0
528,46.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,2.517085603467589,2.517085603467589,2.517085603467589,0.0,0.2517085603467591,0.2517085603467591,0.2517085603467591,0.0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.20130081216518,34.20130081216518,34.20130081216518,0.0,13.97089266337818,13.97089266337818,13.97089266337818,0.0,0.6922017029622767,0.6922017029622767,0.6922017029622767,0.0,4.020148821075592,4.020148821075592,4.020148821075592,0.0,0.4020148821075589,0.4020148821075589,0.4020148821075589,0.0,8.0,8.0,8.0,0.0
529,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,2.161401066302949,2.161401066302949,2.161401066302949,0.0,0.2161401066302946,0.2161401066302946,0.2161401066302946,0.0,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.20130081216518,34.20130081216518,34.20130081216518,0.0,13.956362238662274,13.956362238662274,13.956362238662274,0.0,0.6894691997751603,0.6894691997751603,0.6894691997751603,0.0,3.586391770293673,3.586391770293673,3.586391770293673,0.0,0.3586391770293675,0.3586391770293675,0.3586391770293675,0.0,7.0,7.0,7.0,0.0
530,74.0,74.0,74.0,0.0,74.0,74.0,74.0,0.0,2.2154715940451344,2.2154715940451344,2.2154715940451344,0.0,0.2215471594045134,0.2215471594045134,0.2215471594045134,0.0,0.1081081081081081,0.1081081081081081,0.1081081081081081,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.201715561571824,34.201715561571824,34.201715561571824,0.0,14.020379910133508,14.020379910133508,14.020379910133508,0.0,0.6916855479178767,0.6916855479178767,0.6916855479178767,0.0,3.827860588240853,3.827860588240853,3.827860588240853,0.0,0.3827860588240853,0.3827860588240853,0.3827860588240853,0.0,8.0,8.0,8.0,0.0
531,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,3.4013326911307877,3.4013326911307877,3.4013326911307877,0.0,0.3401332691130783,0.3401332691130783,0.3401332691130783,0.0,0.3,0.3,0.3,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.201715561571824,34.201715561571824,34.201715561571824,0.0,13.947708542472592,13.947708542472592,13.947708542472592,0.0,0.5004024235381879,0.5004024235381879,0.5004024235381879,0.0,6.129225361327772,6.129225361327772,6.129225361327772,0.0,0.6129225361327778,0.6129225361327778,0.6129225361327778,0.0,3.0,3.0,3.0,0.0
532,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,2.981292738675779,2.981292738675779,2.981292738675779,0.0,0.2981292738675778,0.2981292738675778,0.2981292738675778,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.201715561571824,34.201715561571824,34.201715561571824,0.0,13.889036756019587,13.889036756019587,13.889036756019587,0.0,0.6554817739013927,0.6554817739013927,0.6554817739013927,0.0,5.464647723231657,5.464647723231657,5.464647723231657,0.0,0.5464647723231661,0.5464647723231661,0.5464647723231661,0.0,2.0,2.0,2.0,0.0
533,45.0,45.0,45.0,0.0,45.0,45.0,45.0,0.0,2.9618504260985445,2.9618504260985445,2.9618504260985445,0.0,0.2961850426098542,0.2961850426098542,0.2961850426098542,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.188431827034684,34.188431827034684,34.188431827034684,0.0,13.89954515339402,13.89954515339402,13.89954515339402,0.0,0.6929002466535776,0.6929002466535776,0.6929002466535776,0.0,4.378042480387829,4.378042480387829,4.378042480387829,0.0,0.4378042480387827,0.4378042480387827,0.4378042480387827,0.0,8.0,8.0,8.0,0.0
534,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,2.201540445379632,2.201540445379632,2.201540445379632,0.0,0.2201540445379629,0.2201540445379629,0.2201540445379629,0.0,0.0754716981132075,0.0754716981132075,0.0754716981132075,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.09947770107132,34.09947770107132,34.09947770107132,0.0,13.925001337111054,13.925001337111054,13.925001337111054,0.0,0.6886905739680003,0.6886905739680003,0.6886905739680003,0.0,3.723619144254534,3.723619144254534,3.723619144254534,0.0,0.3723619144254534,0.3723619144254534,0.3723619144254534,0.0,8.0,8.0,8.0,0.0
535,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,2.7073939752708447,2.7073939752708447,2.7073939752708447,0.0,0.2707393975270843,0.2707393975270843,0.2707393975270843,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.09947770107132,34.09947770107132,34.09947770107132,0.0,13.862643502377608,13.862643502377608,13.862643502377608,0.0,0.6517565611726531,0.6517565611726531,0.6517565611726531,0.0,3.656332458423759,3.656332458423759,3.656332458423759,0.0,0.365633245842376,0.365633245842376,0.365633245842376,0.0,4.0,4.0,4.0,0.0
536,30.0,30.0,30.0,0.0,30.0,30.0,30.0,0.0,2.623583557649398,2.623583557649398,2.623583557649398,0.0,0.2623583557649395,0.2623583557649395,0.2623583557649395,0.0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.09947770107132,34.09947770107132,34.09947770107132,0.0,13.828432451817326,13.828432451817326,13.828432451817326,0.0,0.6909233093138181,0.6909233093138181,0.6909233093138181,0.0,4.89641900872528,4.89641900872528,4.89641900872528,0.0,0.4896419008725277,0.4896419008725277,0.4896419008725277,0.0,5.0,5.0,5.0,0.0
537,46.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,2.084183232826803,2.084183232826803,2.084183232826803,0.0,0.2084183232826801,0.2084183232826801,0.2084183232826801,0.0,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.09947770107132,34.09947770107132,34.09947770107132,0.0,13.83726861163347,13.83726861163347,13.83726861163347,0.0,0.6893616831435102,0.6893616831435102,0.6893616831435102,0.0,3.4352453206616484,3.4352453206616484,3.4352453206616484,0.0,0.3435245320661648,0.3435245320661648,0.3435245320661648,0.0,7.0,7.0,7.0,0.0
538,64.0,64.0,64.0,0.0,64.0,64.0,64.0,0.0,2.173899433895882,2.173899433895882,2.173899433895882,0.0,0.2173899433895883,0.2173899433895883,0.2173899433895883,0.0,0.125,0.125,0.125,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.14496787819926,34.14496787819926,34.14496787819926,0.0,13.881499260330292,13.881499260330292,13.881499260330292,0.0,0.6887461892700277,0.6887461892700277,0.6887461892700277,0.0,3.5960800160646107,3.5960800160646107,3.5960800160646107,0.0,0.359608001606461,0.359608001606461,0.359608001606461,0.0,8.0,8.0,8.0,0.0
539,65.0,65.0,65.0,0.0,65.0,65.0,65.0,0.0,2.487474049719734,2.487474049719734,2.487474049719734,0.0,0.2487474049719731,0.2487474049719731,0.2487474049719731,0.0,0.1384615384615384,0.1384615384615384,0.1384615384615384,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.06834592155059,34.06834592155059,34.06834592155059,0.0,13.930302603925158,13.930302603925158,13.930302603925158,0.0,0.6901856760188042,0.6901856760188042,0.6901856760188042,0.0,3.7231714962723865,3.7231714962723865,3.7231714962723865,0.0,0.3723171496272388,0.3723171496272388,0.3723171496272388,0.0,8.0,8.0,8.0,0.0
540,119.0,119.0,119.0,0.0,119.0,119.0,119.0,0.0,1.4216167098140318,1.4216167098140318,1.4216167098140318,0.0,0.142161670981403,0.142161670981403,0.142161670981403,0.0,0.0924369747899159,0.0924369747899159,0.0924369747899159,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.06834592155059,34.06834592155059,34.06834592155059,0.0,14.088820969914416,14.088820969914416,14.088820969914416,0.0,0.6829081047004717,0.6829081047004717,0.6829081047004717,0.0,2.799353388681628,2.799353388681628,2.799353388681628,0.0,0.2799353388681628,0.2799353388681628,0.2799353388681628,0.0,9.0,9.0,9.0,0.0
541,13.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,3.042815971158001,3.042815971158001,3.042815971158001,0.0,0.3042815971158008,0.3042815971158008,0.3042815971158008,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.06834592155059,34.06834592155059,34.06834592155059,0.0,14.020522773510043,14.020522773510043,14.020522773510043,0.0,0.666278442414676,0.666278442414676,0.666278442414676,0.0,4.755251984828055,4.755251984828055,4.755251984828055,0.0,0.4755251984828058,0.4755251984828058,0.4755251984828058,0.0,4.0,4.0,4.0,0.0
542,53.0,53.0,53.0,0.0,53.0,53.0,53.0,0.0,1.7559049664359023,1.7559049664359023,1.7559049664359023,0.0,0.17559049664359,0.17559049664359,0.17559049664359,0.0,0.1132075471698113,0.1132075471698113,0.1132075471698113,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.06834592155059,34.06834592155059,34.06834592155059,0.0,14.035292714897226,14.035292714897226,14.035292714897226,0.0,0.6886905739680003,0.6886905739680003,0.6886905739680003,0.0,2.71580949724583,2.71580949724583,2.71580949724583,0.0,0.2715809497245831,0.2715809497245831,0.2715809497245831,0.0,7.0,7.0,7.0,0.0
543,36.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0,1.8585202463351704,1.8585202463351704,1.8585202463351704,0.0,0.1858520246335169,0.1858520246335169,0.1858520246335169,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,34.06834592155059,34.06834592155059,34.06834592155059,0.0,14.016812196867262,14.016812196867262,14.016812196867262,0.0,0.6540548103069317,0.6540548103069317,0.6540548103069317,0.0,3.03236450830174,3.03236450830174,3.03236450830174,0.0,0.3032364508301739,0.3032364508301739,0.3032364508301739,0.0,7.0,7.0,7.0,0.0
