episode,wall_clock_sec,episode_return,exploration_ratio,mean_abs_q_change,mean_abs_td_error,steps
0,0.10211348533630371,8.0,0.125,0.09368254498875,0.9368254498875,8
1,0.10211348533630371,9.0,0.1111111111111111,0.09180188873119421,0.9180188873119425,9
2,0.10211348533630371,9.0,0.0,0.08321304574316278,0.8321304574316277,9
3,0.10211348533630371,9.0,0.1111111111111111,0.09525803222330533,0.952580322233053,9
4,0.10211348533630371,23.0,0.043478260869565216,0.1005758867388998,1.0057588673889974,23
5,0.10311365127563477,66.0,0.10606060606060606,0.11296889037777146,1.1296889037777156,66
6,0.10360074043273926,8.0,0.125,0.0856261003242727,0.8562610032427267,8
7,0.10360074043273926,9.0,0.2222222222222222,0.1147373127662901,1.147373127662901,9
8,0.10360074043273926,20.0,0.05,0.13269826956534256,1.326982695653425,20
9,0.10360074043273926,50.0,0.04,0.1203788681129401,1.2037886811294016,50
10,0.10360074043273926,116.0,0.06896551724137931,0.15384270532221855,1.538427053222184,116
11,0.10360074043273926,38.0,0.05263157894736842,0.1322215902253353,1.3222159022533517,38
12,0.10360074043273926,9.0,0.0,0.13237467519168272,1.3237467519168267,9
13,0.10360074043273926,40.0,0.1,0.1575253933005285,1.5752539330052862,40
14,0.10360074043273926,9.0,0.2222222222222222,0.12385546859280236,1.2385546859280239,9
15,0.10360074043273926,25.0,0.16,0.1459194790618804,1.4591947906188034,25
16,0.10360074043273926,21.0,0.19047619047619047,0.15440546608614875,1.5440546608614882,21
17,0.10360074043273926,134.0,0.17164179104477612,0.16072733368009234,1.6072733368009238,134
18,0.10360074043273926,13.0,0.15384615384615385,0.15583531397778244,1.5583531397778239,13
19,0.10360074043273926,170.0,0.08235294117647059,0.15692339890157342,1.5692339890157347,170
20,0.10360074043273926,9.0,0.0,0.1339919384483219,1.3399193844832205,9
21,0.10360074043273926,9.0,0.2222222222222222,0.10811008790523578,1.081100879052357,9
22,0.10360074043273926,132.0,0.06060606060606061,0.20745381838308483,2.074538183830848,132
23,0.10360074043273926,143.0,0.09090909090909091,0.15577676731440673,1.5577676731440682,143
24,0.10360074043273926,9.0,0.1111111111111111,0.15728339782366207,1.5728339782366207,9
25,0.10360074043273926,8.0,0.125,0.15764414864311,1.5764414864311003,8
26,0.10360074043273926,9.0,0.2222222222222222,0.14755680568880403,1.4755680568880398,9
27,0.10360074043273926,24.0,0.125,0.20002901869836665,2.000290186983667,24
28,0.10360074043273926,9.0,0.1111111111111111,0.147298349893472,1.4729834989347188,9
29,0.10360074043273926,9.0,0.1111111111111111,0.12338952627214218,1.2338952627214217,9
30,0.10360074043273926,15.0,0.06666666666666667,0.15034526013344707,1.5034526013344722,15
31,0.10360074043273926,9.0,0.2222222222222222,0.12617995411814759,1.2617995411814757,9
32,0.10360074043273926,9.0,0.0,0.15048864792912603,1.504886479291261,9
33,0.10360074043273926,119.0,0.14285714285714285,0.1502897618934515,1.502897618934516,119
34,0.10360074043273926,9.0,0.2222222222222222,0.14049568131238546,1.4049568131238543,9
35,0.10360074043273926,8.0,0.25,0.14184836599342898,1.4184836599342898,8
36,0.10360074043273926,133.0,0.07518796992481203,0.16061480671594391,1.6061480671594386,133
37,0.10360074043273926,9.0,0.0,0.1282981519265567,1.2829815192655667,9
38,0.10360074043273926,8.0,0.0,0.13290730203876666,1.3290730203876664,8
39,0.10360074043273926,27.0,0.07407407407407407,0.26246109731568046,2.624610973156805,27
40,0.10360074043273926,123.0,0.13821138211382114,0.16180998895836807,1.61809988958368,123
41,0.10360074043273926,155.0,0.0967741935483871,0.1276515533896824,1.2765155338968242,155
42,0.10360074043273926,9.0,0.1111111111111111,0.1777829831509339,1.777829831509339,9
43,0.10360074043273926,9.0,0.1111111111111111,0.15341618271795202,1.53416182717952,9
44,0.10360074043273926,9.0,0.1111111111111111,0.14130246716486614,1.4130246716486632,9
45,0.10360074043273926,42.0,0.07142857142857142,0.24257326389874226,2.425732638987422,42
46,0.10360074043273926,31.0,0.16129032258064516,0.2657675430349426,2.6576754303494297,31
47,0.10360074043273926,11.0,0.09090909090909091,0.21621329288144703,2.162132928814472,11
48,0.10360074043273926,26.0,0.0,0.21072748643246356,2.107274864324633,26
49,0.10360074043273926,14.0,0.21428571428571427,0.19022257692582795,1.9022257692582762,14
