episode,wall_clock_sec,action_entropy,episode_return,exploration_ratio,max_q_value,mean_abs_q_change,mean_abs_td_error,mean_q_value,q_change_std,q_table_nonzero,q_table_size,steps,td_error_std,unique_states_visited
64,0.10651731491088867,0.2868359830561607,12.0,0.16666666666666666,8.671199855304364,0.18804033907586082,1.8804033907586069,3.961343770007796,0.15510717551745815,9,9,12,1.5510717551745812,4
65,0.10651731491088867,-0.0,10.0,0.0,8.658064290801772,0.15055202684793118,1.5055202684793128,3.9882798603792327,0.08378170403486895,9,9,10,0.8378170403486893,4
66,0.10651731491088867,0.30463609734923813,11.0,0.09090909090909091,8.726460216393876,0.14302965406629145,1.4302965406629136,4.023571020362565,0.08534963520182394,9,9,11,0.8534963520182389,4
67,0.10651731491088867,-0.0,9.0,0.2222222222222222,8.726460216393876,0.13526310410424333,1.352631041042432,4.060492339428866,0.07166867469733953,9,9,9,0.7166867469733941,3
68,0.10651731491088867,-0.0,8.0,0.25,8.726460216393876,0.12697425760952308,1.2697425760952314,4.073722107233566,0.07478725045710997,9,9,8,0.7478725045711001,2
69,0.10651731491088867,-0.0,10.0,0.1,8.716105162835085,0.14570989170672782,1.457098917067277,4.0940647340025045,0.07913447374365211,9,9,10,0.7913447374365199,4
70,0.10651731491088867,-0.0,10.0,0.2,8.784835795858827,0.14263580555993788,1.4263580555993798,4.111292743021811,0.07426966024378524,9,9,10,0.7426966024378543,4
71,0.10651731491088867,0.3250829733914482,10.0,0.1,8.784835795858827,0.1488250460169831,1.4882504601698316,4.158042996443129,0.07474214872161851,9,9,10,0.7474214872161863,3
72,0.10651731491088867,-0.0,8.0,0.25,8.784835795858827,0.12432313167892117,1.2432313167892126,4.173859954159594,0.06487309336945932,9,9,8,0.6487309336945944,2
73,0.10651731491088867,-0.0,9.0,0.0,8.784835795858827,0.12432117277919907,1.2432117277919899,4.197386925699653,0.06846570700431348,9,9,9,0.6846570700431363,2
74,0.10651731491088867,-0.0,9.0,0.0,8.784835795858827,0.12544794653356092,1.2544794653356097,4.218674219993389,0.07458256930708455,9,9,9,0.7458256930708466,2
75,0.10651731491088867,0.45056120886630463,12.0,0.08333333333333333,8.599107479059544,0.14110839285018958,1.411083928501893,4.240970111510945,0.08675821592439396,9,9,12,0.8675821592439394,3
76,0.10651731491088867,0.5004024235381879,10.0,0.1,8.466440892555745,0.09872251093628717,0.9872251093628707,4.2590477562482585,0.047926610747212516,9,9,10,0.4792661074721244,4
77,0.10651731491088867,0.3250829733914482,10.0,0.0,8.44544108500352,0.1558734988565073,1.5587349885650714,4.273414139511213,0.10460681440991804,9,9,10,1.0460681440991826,4
78,0.10651731491088867,0.45056120886630463,12.0,0.0,8.574523455620586,0.1682547947265041,1.6825479472650413,4.381705670497785,0.19946699246823182,9,9,12,1.9946699246823183,4
79,0.10651731491088867,-0.0,10.0,0.1,8.603897213817588,0.12907309759276223,1.2907309759276213,4.384673093014623,0.06795873964896726,9,9,10,0.6795873964896728,3
80,0.10651731491088867,-0.0,9.0,0.0,8.603897213817588,0.12848798182303683,1.2848798182303698,4.403485315801863,0.07451008330513849,9,9,9,0.7451008330513843,2
81,0.10651731491088867,-0.0,9.0,0.1111111111111111,8.603897213817588,0.14283412430252604,1.4283412430252602,4.4356700753096385,0.0787288739860387,9,9,9,0.7872887398603875,3
82,0.10651731491088867,0.410116318288409,14.0,0.07142857142857142,8.224097034074706,0.19304812982038408,1.930481298203841,4.479937866189997,0.20699344550562665,9,9,14,2.069934455056267,4
83,0.10651731491088867,-0.0,10.0,0.2,8.434830761936166,0.12455206159753777,1.2455206159753778,4.486327592430816,0.06434901751322059,9,9,10,0.6434901751322046,3
84,0.10651731491088867,0.47413931305783735,11.0,0.0,8.434830761936166,0.1367007090744401,1.3670070907444005,4.549404156821735,0.08013117072521211,9,9,11,0.8013117072521195,3
85,0.10651731491088867,0.5297061990576545,9.0,0.3333333333333333,8.434830761936166,0.11379550263763272,1.1379550263763276,4.580807728985794,0.03797263305814124,9,9,9,0.3797263305814112,3
86,0.10651731491088867,-0.0,9.0,0.2222222222222222,8.434830761936166,0.13827556756205941,1.3827556756205943,4.60626453779979,0.08971513101759442,9,9,9,0.8971513101759447,3
87,0.10753107070922852,-0.0,9.0,0.1111111111111111,8.4247258435079,0.13011321008966092,1.3011321008966092,4.6011672559839605,0.09017761376050704,9,9,9,0.9017761376050708,3
88,0.10753107070922852,-0.0,9.0,0.0,8.414581187684952,0.13000648129449768,1.3000648129449768,4.596194016762136,0.09064118211905572,9,9,9,0.9064118211905559,3
89,0.10753107070922852,-0.0,10.0,0.1,8.568871385060328,0.1275847310222622,1.2758473102226209,4.603284919733093,0.08073553867269717,9,9,10,0.8073553867269716,4
90,0.10753107070922852,0.3250829733914482,10.0,0.1,8.568871385060328,0.14516232589684125,1.4516232589684126,4.632509726264808,0.09104846582695585,9,9,10,0.9104846582695592,2
91,0.10753107070922852,0.30463609734923813,11.0,0.0,8.568871385060328,0.17792755805551166,1.7792755805551173,4.267598016542628,0.1752596462542996,10,10,11,1.7525964625429953,3
92,0.10753107070922852,-0.0,10.0,0.2,8.682112266786953,0.12952730228915707,1.29527302289157,4.272866371397638,0.07055859488086091,10,10,10,0.7055859488086089,4
93,0.10753107070922852,-0.0,10.0,0.1,8.687465016156246,0.13018405499969937,1.301840549996995,4.274556941436036,0.07140281909376488,10,10,10,0.7140281909376501,3
94,0.10753107070922852,-0.0,9.0,0.2222222222222222,8.687465016156246,0.12617035336350238,1.261703533635024,4.294130510370938,0.072833212294782,10,10,9,0.7283321229478189,3
95,0.10753107070922852,0.34883209584303193,9.0,0.1111111111111111,8.687465016156246,0.10550095066085936,1.0550095066085943,4.313213825361821,0.022005287898160922,10,10,9,0.22005287898160966,2
96,0.10753107070922852,0.30463609734923813,11.0,0.18181818181818182,8.687465016156246,0.14064236974902125,1.406423697490213,4.350595432727927,0.08169686535052469,10,10,11,0.8169686535052466,3
97,0.10753107070922852,0.30463609734923813,11.0,0.09090909090909091,8.79672675491825,0.1160019210263241,1.1600192102632396,4.364433369801761,0.07135799247013426,10,10,11,0.7135799247013416,4
98,0.10753107070922852,0.3250829733914482,10.0,0.0,8.679085680997243,0.11311334641470712,1.1311334641470705,4.369378408248267,0.03029918163898941,10,10,10,0.3029918163898965,4
99,0.10753107070922852,-0.0,9.0,0.1111111111111111,8.679085680997243,0.13124311017942247,1.3124311017942245,4.386568472048772,0.07510100675903174,10,10,9,0.7510100675903172,3
100,0.10753107070922852,-0.0,10.0,0.0,8.761163705997646,0.1289241509853314,1.289241509853313,4.38794629791678,0.0701084638962696,10,10,10,0.7010846389626968,3
101,0.10753107070922852,-0.0,9.0,0.1111111111111111,8.761163705997646,0.13058933254436222,1.3058933254436238,4.40276813472191,0.07948684074788692,10,10,9,0.7948684074788692,2
102,0.10753107070922852,-0.0,11.0,0.0,8.8815511385504,0.1277496553899885,1.2774965538998866,4.41315191453201,0.06828840668498475,10,10,11,0.6828840668498469,4
103,0.10753107070922852,0.3250829733914482,10.0,0.0,8.975661819978683,0.14614412155762202,1.4614412155762204,4.4130825012984465,0.09128851797624145,10,10,10,0.9128851797624149,3
104,0.10753107070922852,-0.0,11.0,0.0,9.04839040035794,0.13030195346873086,1.3030195346873086,4.422139151986944,0.06919371088831873,10,10,11,0.6919371088831885,4
105,0.10753107070922852,-0.0,10.0,0.1,9.109414793562287,0.13297205570438106,1.3297205570438098,4.419400510585147,0.07353288301414965,10,10,10,0.7353288301414961,3
106,0.10753107070922852,0.3250829733914482,10.0,0.1,9.109414793562287,0.13441573010408242,1.3441573010408236,4.447147230376666,0.08015931536508274,10,10,10,0.8015931536508261,2
107,0.10753107070922852,0.2711893730418441,13.0,0.15384615384615385,9.240389238060958,0.17637483636213067,1.763748363621305,4.5395737381776025,0.18201176902878882,10,10,13,1.820117690287889,4
108,0.10753107070922852,-0.0,9.0,0.2222222222222222,9.240389238060958,0.12687122482824964,1.2687122482824966,4.558175484974884,0.07363669623843848,10,10,9,0.7363669623843841,2
109,0.10753107070922852,-0.0,9.0,0.1111111111111111,9.240389238060958,0.1252785924754155,1.2527859247541553,4.574440347230387,0.0749170097224117,10,10,9,0.749170097224118,3
110,0.10753107070922852,-0.0,8.0,0.0,9.240389238060958,0.13205339439653452,1.3205339439653445,4.58269431453443,0.07748924967882924,10,10,8,0.774892496788292,2
111,0.10753107070922852,0.5004024235381879,15.0,0.06666666666666667,9.134986092958169,0.20399282387093332,2.039928238709333,4.625761045033765,0.2176754441153847,10,10,15,2.1767544411538466,4
112,0.10850214958190918,0.2868359830561607,12.0,0.16666666666666666,9.182908243570205,0.19595591457186687,1.959559145718669,4.642346662804182,0.18327362342678108,10,10,12,1.8327362342678117,4
113,0.10850214958190918,-0.0,9.0,0.0,9.182908243570205,0.12741999783652025,1.2741999783652016,4.660359212881028,0.07254857175737328,10,10,9,0.7254857175737319,2
114,0.10850214958190918,-0.0,8.0,0.25,9.182908243570205,0.12799916068644002,1.2799916068644006,4.667044943904644,0.07782213421150576,10,10,8,0.7782213421150562,3
115,0.10850214958190918,0.3250829733914482,10.0,0.1,9.182908243570205,0.13245235131817337,1.3245235131817326,4.693503975442129,0.08121103945524356,10,10,10,0.8121103945524352,2
116,0.10850214958190918,0.3250829733914482,10.0,0.0,9.172135760359366,0.09621569806127495,0.962156980612748,4.692118704272402,0.05325352211316043,10,10,10,0.5325352211316035,4
117,0.10850214958190918,-0.0,10.0,0.0,9.161898400737726,0.11518113845092195,1.15181138450922,4.689209146934866,0.08067361524930557,10,10,10,0.806736152493057,4
118,0.10850214958190918,-0.0,9.0,0.0,9.161898400737726,0.12783492676584693,1.2783492676584691,4.703478247290334,0.08239334606461296,10,10,9,0.823933460646128,3
119,0.10850214958190918,-0.0,9.0,0.1111111111111111,9.161898400737726,0.12932073129192695,1.293207312919271,4.7168739937585835,0.08710449304164247,10,10,9,0.8710449304164243,3
120,0.10850214958190918,0.3250829733914482,10.0,0.1,9.162023842639279,0.0961400704468828,0.9614007044688275,4.715772402116551,0.04739329148117984,10,10,10,0.47393291481180005,4
121,0.10850214958190918,0.34883209584303193,9.0,0.3333333333333333,9.162023842639279,0.14316519477490472,1.4316519477490468,4.727394867462909,0.10764925469743598,10,10,9,1.0764925469743605,2
122,0.10850214958190918,0.45056120886630463,12.0,0.08333333333333333,9.162023842639279,0.14672680880575908,1.4672680880575906,4.767097636517423,0.09462185620111993,10,10,12,0.9462185620111996,2
123,0.10850214958190918,-0.0,10.0,0.1,9.162023842639279,0.1251238083248956,1.2512380832489547,4.773640935582315,0.08344672860754139,10,10,10,0.8344672860754137,3
124,0.10850214958190918,0.3250829733914482,10.0,0.2,9.162023842639279,0.13264468198761015,1.3264468198761021,4.797012481297124,0.08907768864242482,10,10,10,0.8907768864242486,2
125,0.10850214958190918,-0.0,10.0,0.2,9.162023842639279,0.12623716500185234,1.2623716500185247,4.802428412609746,0.07728118940951499,10,10,10,0.7728118940951483,3
126,0.10850214958190918,0.2868359830561607,12.0,0.08333333333333333,9.175742770807332,0.16211165172584385,1.6211165172584387,4.874496545336852,0.1688481657747237,10,10,12,1.688481657747237,4
127,0.10850214958190918,0.3250829733914482,10.0,0.1,9.211741989168434,0.1281513086231753,1.281513086231753,4.872478124026754,0.08437754137703879,10,10,10,0.843775413770388,4
128,0.10850214958190918,0.3250829733914482,10.0,0.1,9.211741989168434,0.1265905804423128,1.2659058044231277,4.874512273073721,0.07159242632149897,10,10,10,0.7159242632149888,3
129,0.10850214958190918,-0.0,10.0,0.2,9.211741989168434,0.13073020612274547,1.3073020612274548,4.873637393876915,0.06826316892602816,10,10,10,0.6826316892602801,3
130,0.10850214958190918,0.3250829733914482,10.0,0.1,9.211741989168434,0.12568739913657137,1.256873991365714,4.906249845305374,0.0754035605625769,10,10,10,0.7540356056257685,3
131,0.10850214958190918,0.3250829733914482,10.0,0.1,9.211741989168434,0.12400918277707507,1.2400918277707507,4.9348973001676715,0.07101367537101792,10,10,10,0.7101367537101795,2
132,0.10850214958190918,0.2711893730418441,13.0,0.0,9.062203552154585,0.18636634873094368,1.8636634873094355,4.958358497427688,0.14764707324248008,10,10,13,1.4764707324248008,4
133,0.10850214958190918,0.3250829733914482,10.0,0.1,9.114396761813378,0.13746013775306626,1.3746013775306638,4.956507879291542,0.07836676873924331,10,10,10,0.7836676873924326,3
134,0.10850214958190918,-0.0,8.0,0.375,9.114396761813378,0.12977430468395074,1.2977430468395073,4.965928753108201,0.08106764658982171,10,10,8,0.8106764658982184,2
135,0.10850214958190918,0.5004024235381879,10.0,0.1,9.015332192962783,0.13221316512442857,1.3221316512442869,4.96718913234631,0.07532298993990783,10,10,10,0.7532298993990779,4
136,0.10850214958190918,0.6108643020548935,10.0,0.0,9.10522537010893,0.13256582492597477,1.3256582492597464,4.966557491687032,0.07061815341875072,10,10,10,0.7061815341875088,4
137,0.10950303077697754,0.47413931305783735,11.0,0.18181818181818182,9.167674945064979,0.12431578059622259,1.243157805962227,4.97476392530044,0.06789929744703638,10,10,11,0.6789929744703653,4
138,0.10950303077697754,0.5297061990576545,9.0,0.2222222222222222,9.167674945064979,0.11892730826113428,1.1892730826113422,4.987277086504802,0.07912806703005217,10,10,9,0.791280670300521,3
139,0.10950303077697754,0.5297061990576545,9.0,0.1111111111111111,9.167674945064979,0.12353553254072994,1.2353553254072998,5.004964370672499,0.0800301126221258,10,10,9,0.8003011262212563,2
140,0.10950303077697754,0.6730116670092565,10.0,0.0,9.167674945064979,0.12287820641520701,1.2287820641520693,5.026133971384075,0.07559656370348297,10,10,10,0.7559656370348308,3
141,0.10950303077697754,0.6108643020548935,10.0,0.0,9.167674945064979,0.132213218008049,1.3221321800804886,5.025374307354,0.06913128678943523,10,10,10,0.6913128678943514,3
142,0.10950303077697754,0.6931471805599453,12.0,0.08333333333333333,9.167674945064979,0.12340078558983192,1.2340078558983187,5.068508595709363,0.06912223261857973,10,10,12,0.6912223261857975,2
143,0.10950303077697754,0.6365141682948128,9.0,0.2222222222222222,9.167674945064979,0.1263980378520485,1.263980378520484,5.080234451963422,0.07465854593882963,10,10,9,0.7465854593882959,3
144,0.10950303077697754,0.5859526183035508,11.0,0.0,9.233206146944372,0.12596388900231117,1.2596388900231108,5.08560069659204,0.06627681144423991,10,10,11,0.6627681144424002,4
145,0.10950303077697754,0.6829081047004717,14.0,0.14285714285714285,9.302543571381607,0.1478083577148785,1.4780835771487861,5.119337237156966,0.09274882306810112,10,10,14,0.9274882306810117,4
146,0.10950303077697754,0.6365141682948128,9.0,0.1111111111111111,9.302543571381607,0.1255171405247658,1.2551714052476575,5.130449098845839,0.07391682624121929,10,10,9,0.7391682624121914,3
147,0.10950303077697754,0.47413931305783735,11.0,0.09090909090909091,9.338917290609139,0.12153373422757459,1.2153373422757443,5.134163580038903,0.06877911896595575,10,10,11,0.6877911896595587,4
148,0.10950303077697754,0.6931471805599453,10.0,0.2,9.338917290609139,0.12949865551597553,1.2949865551597546,5.156998008038042,0.07250015949411194,10,10,10,0.7250015949411186,2
149,0.10950303077697754,0.6365141682948128,9.0,0.0,9.338917290609139,0.1320977982479475,1.3209779824794752,5.170134606368366,0.07487860856181601,10,10,9,0.7487860856181611,2
150,0.10950303077697754,0.6365141682948128,9.0,0.0,9.338917290609139,0.13035794296256384,1.3035794296256382,5.180590367951168,0.07818300662840515,10,10,9,0.7818300662840507,3
151,0.10950303077697754,0.5297061990576545,9.0,0.0,9.338917290609139,0.13365993803936257,1.3365993803936254,5.191283050975496,0.08292901432456665,10,10,9,0.8292901432456675,2
152,0.10950303077697754,0.5004024235381879,10.0,0.1,9.338917290609139,0.13111776831688218,1.3111776831688222,5.189968719701126,0.07910743269814081,10,10,10,0.7910743269814071,3
153,0.10950303077697754,0.5859526183035508,11.0,0.09090909090909091,9.398644556936745,0.12641072038437925,1.2641072038437928,5.193501210133939,0.07627324877420641,10,10,11,0.7627324877420635,4
154,0.10950303077697754,0.6931471805599453,10.0,0.1,9.398644556936745,0.128249149055817,1.2824914905581697,5.212383084592497,0.07848315735165931,10,10,10,0.7848315735165943,3
155,0.10950303077697754,0.6172417697303416,13.0,0.07692307692307693,9.398644556936745,0.17762781771502326,1.776278177150232,5.32297284274954,0.18616770574702737,10,10,13,1.8616770574702732,3
156,0.10950303077697754,0.6931471805599453,10.0,0.3,9.398644556936745,0.1308300863321969,1.3083008633219684,5.344340281880462,0.07577332434591688,10,10,10,0.7577332434591699,2
